"time","close","open","high","low","volume","day_before_ratio"
"2021年01月21日","3,588,620","3,683,531","3,683,531","3,588,620","7.57K","-2.61%"
"2021年01月20日","3,684,869","3,733,460","3,733,460","3,684,869","8.23K","-1.38%"
"2021年01月19日","3,736,570","3,800,000","3,859,700","3,736,570","7.49K","-1.67%"
"2021年01月18日","3,800,000","3,717,500","3,800,000","3,717,500","7.11K","2.20%"
"2021年01月17日","3,718,340","3,742,517","3,742,517","3,718,340","8.52K","-0.65%"
"2021年01月16日","3,742,517","3,820,074","3,820,074","3,742,517","7.48K","-2.00%"
"2021年01月15日","3,818,830","4,063,031","4,063,031","3,818,830","11.85K","-6.01%"
"2021年01月14日","4,063,030","3,882,383","4,063,030","3,882,383","11.74K","4.65%"
"2021年01月13日","3,882,383","3,528,567","3,882,383","3,528,567","11.78K","9.97%"
"2021年01月12日","3,530,466","3,691,706","3,691,706","3,530,466","15.42K","-4.44%"
"2021年01月11日","3,694,473","3,975,000","3,975,000","3,694,473","29.22K","-7.15%"
"2021年01月10日","3,979,170","4,186,509","4,255,126","3,979,170","12.73K","-4.95%"
"2021年01月09日","4,186,509","4,225,266","4,225,266","4,186,509","8.16K","-0.92%"
"2021年01月08日","4,225,304","4,101,108","4,225,304","4,101,108","17.43K","3.03%"
"2021年01月07日","4,101,108","3,794,001","4,101,108","3,794,001","17.96K","8.07%"
"2021年01月06日","3,794,965","3,470,021","3,794,965","3,470,021","14.84K","9.36%"
"2021年01月05日","3,470,021","3,292,693","3,470,021","3,175,214","13.52K","5.39%"
"2021年01月04日","3,292,693","3,410,000","3,410,000","3,292,693","17.97K","-3.39%"
"2021年01月03日","3,408,276","3,318,029","3,408,276","3,318,029","14.37K","2.72%"
"2021年01月02日","3,317,996","3,010,042","3,317,996","3,010,042","15.07K","10.20%"
"2021年01月01日","3,010,800","2,968,795","3,010,800","2,968,795","7.05K","1.41%"
"2020年12月31日","2,968,795","2,957,123","2,968,795","2,957,123","10.21K","0.36%"
"2020年12月30日","2,958,167","2,827,970","2,958,167","2,827,970","12.12K","4.60%"
"2020年12月29日","2,827,954","2,805,138","2,827,954","2,805,138","7.18K","0.82%"
"2020年12月28日","2,805,000","2,720,240","2,818,350","2,720,240","7.28K","3.12%"
"2020年12月27日","2,720,240","2,744,909","2,921,377","2,720,240","16.58K","-0.88%"
"2020年12月26日","2,744,500","2,549,805","2,744,500","2,549,805","10.82K","7.61%"
"2020年12月25日","2,550,404","2,455,575","2,550,404","2,455,575","9.02K","3.84%"
"2020年12月24日","2,456,106","2,402,890","2,456,106","2,398,050","7.43K","2.15%"
"2020年12月23日","2,404,487","2,464,727","2,464,727","2,404,487","10.77K","-2.41%"
"2020年12月22日","2,463,800","2,352,054","2,463,800","2,341,283","7.37K","4.77%"
"2020年12月21日","2,351,534","2,430,772","2,430,772","2,351,534","12.76K","-3.29%"
"2020年12月20日","2,431,406","2,463,470","2,463,470","2,431,406","8.76K","-1.30%"
"2020年12月19日","2,463,470","2,384,389","2,463,470","2,384,389","9.27K","3.32%"
"2020年12月18日","2,384,389","2,345,936","2,384,389","2,345,936","10.29K","1.59%"
"2020年12月17日","2,347,031","2,204,169","2,347,031","2,204,169","20.42K","6.44%"
"2020年12月16日","2,205,000","2,011,544","2,205,000","2,011,544","11.76K","9.62%"
"2020年12月15日","2,011,544","2,000,099","2,011,817","1,990,412","6.22K","0.58%"
"2020年12月14日","1,999,890","1,988,187","1,999,890","1,988,187","4.43K","0.59%"
"2020年12月13日","1,988,187","1,957,880","1,988,187","1,957,880","5.99K","1.55%"
"2020年12月12日","1,957,880","1,875,668","1,957,880","1,875,668","3.46K","4.38%"
"2020年12月11日","1,875,668","1,899,694","1,899,694","1,875,668","5.23K","-1.26%"
"2020年12月10日","1,899,694","1,936,500","1,936,500","1,899,694","4.56K","-1.90%"
"2020年12月09日","1,936,500","1,911,000","1,936,500","1,911,000","7.40K","1.33%"
"2020年12月08日","1,911,000","1,997,150","1,997,150","1,911,000","6.03K","-4.31%"
"2020年12月07日","1,997,150","2,017,360","2,017,360","1,997,150","3.96K","-1.00%"
"2020年12月06日","2,017,360","1,995,555","2,017,360","1,995,555","4.50K","1.09%"
"2020年12月05日","1,995,555","1,947,001","1,995,555","1,947,001","2.93K","2.49%"
"2020年12月04日","1,947,001","2,018,000","2,018,000","1,947,001","7.17K","-3.52%"
"2020年12月03日","2,018,000","2,005,987","2,018,000","2,005,987","6.63K","0.60%"
"2020年12月02日","2,005,987","1,960,119","2,005,987","1,960,119","9.34K","2.34%"
"2020年12月01日","1,960,119","2,045,665","2,045,665","1,960,119","15.66K","-4.18%"
"2020年11月30日","2,045,665","1,893,175","2,045,665","1,893,175","15.00K","8.05%"
"2020年11月29日","1,893,175","1,846,869","1,893,175","1,846,869","5.65K","2.51%"
"2020年11月28日","1,846,869","1,784,100","1,846,869","1,784,100","5.45K","3.52%"
"2020年11月27日","1,784,100","1,788,077","1,788,077","1,784,100","10.16K","-0.22%"
"2020年11月26日","1,788,077","1,953,000","1,953,000","1,788,077","22.43K","-8.41%"
"2020年11月25日","1,952,334","1,960,390","1,960,390","1,952,334","10.30K","-0.41%"
"2020年11月24日","1,960,390","1,914,000","1,960,390","1,914,000","10.28K","2.37%"
"2020年11月23日","1,914,938","1,911,568","1,926,305","1,905,800","9.09K","0.12%"
"2020年11月22日","1,912,616","1,945,098","1,945,098","1,890,604","8.65K","-1.67%"
"2020年11月21日","1,945,098","1,939,124","1,945,098","1,936,732","8.24K","0.29%"
"2020年11月20日","1,939,507","1,849,940","1,939,507","1,849,940","10.10K","4.84%"
"2020年11月19日","1,849,940","1,848,331","1,849,940","1,823,081","10.92K","0.09%"
"2020年11月18日","1,848,331","1,841,189","1,848,331","1,841,189","17.81K","0.39%"
"2020年11月17日","1,841,189","1,747,522","1,841,189","1,747,522","10.52K","5.36%"
"2020年11月16日","1,747,522","1,672,849","1,747,522","1,672,849","8.83K","4.52%"
"2020年11月15日","1,672,023","1,685,924","1,685,924","1,672,023","3.67K","-0.82%"
"2020年11月14日","1,685,924","1,709,518","1,709,518","1,685,924","5.31K","-1.38%"
"2020年11月13日","1,709,518","1,712,114","1,712,114","1,709,518","7.06K","-0.17%"
"2020年11月12日","1,712,447","1,654,168","1,712,447","1,654,168","12.04K","3.52%"
"2020年11月11日","1,654,168","1,610,899","1,654,168","1,610,899","5.94K","2.69%"
"2020年11月10日","1,610,899","1,611,928","1,612,129","1,608,336","6.55K","-0.04%"
"2020年11月09日","1,611,570","1,598,834","1,631,250","1,597,386","12.79K","0.80%"
"2020年11月08日","1,598,834","1,533,354","1,598,834","1,533,354","5.59K","4.28%"
"2020年11月07日","1,533,211","1,611,191","1,611,191","1,533,211","8.18K","-4.77%"
"2020年11月06日","1,610,001","1,618,520","1,618,520","1,610,001","11.62K","-0.52%"
"2020年11月05日","1,618,413","1,477,239","1,618,413","1,477,239","17.43K","9.56%"
"2020年11月04日","1,477,239","1,464,000","1,477,239","1,434,000","10.19K","0.90%"
"2020年11月03日","1,464,000","1,420,893","1,464,000","1,420,893","6.52K","3.03%"
"2020年11月02日","1,420,894","1,441,000","1,441,000","1,407,512","6.85K","-1.36%"
"2020年11月01日","1,440,440","1,444,181","1,444,181","1,438,576","3.67K","-0.30%"
"2020年10月31日","1,444,796","1,419,400","1,444,796","1,419,400","6.83K","1.79%"
"2020年10月30日","1,419,400","1,406,387","1,419,400","1,406,387","6.01K","0.93%"
"2020年10月29日","1,406,387","1,387,544","1,406,387","1,387,544","5.70K","1.36%"
"2020年10月28日","1,387,544","1,425,690","1,425,690","1,387,544","9.62K","-2.68%"
"2020年10月27日","1,425,690","1,369,830","1,425,690","1,369,830","9.06K","4.08%"
"2020年10月26日","1,369,830","1,364,513","1,377,020","1,364,513","7.24K","0.39%"
"2020年10月25日","1,364,513","1,371,544","1,371,544","1,364,513","4.98K","-0.51%"
"2020年10月24日","1,371,544","1,354,278","1,371,544","1,354,278","3.35K","1.27%"
"2020年10月23日","1,354,399","1,357,938","1,357,938","1,354,399","5.40K","-0.26%"
"2020年10月22日","1,357,938","1,340,410","1,357,938","1,340,410","7.85K","1.31%"
"2020年10月21日","1,340,410","1,256,584","1,340,410","1,256,584","13.16K","6.67%"
"2020年10月20日","1,256,584","1,237,405","1,256,584","1,237,405","6.30K","1.55%"
"2020年10月19日","1,237,405","1,213,571","1,237,405","1,208,000","5.05K","1.97%"
"2020年10月18日","1,213,557","1,196,998","1,213,557","1,196,998","1.84K","1.34%"
"2020年10月17日","1,197,535","1,194,351","1,197,535","1,194,351","1.63K","0.25%"
"2020年10月16日","1,194,529","1,212,122","1,212,122","1,194,529","4.04K","-1.45%"
"2020年10月15日","1,212,122","1,200,316","1,212,122","1,200,316","4.08K","0.98%"
"2020年10月14日","1,200,316","1,204,407","1,204,407","1,200,316","3.72K","-0.34%"
"2020年10月13日","1,204,407","1,215,517","1,215,517","1,204,407","4.04K","-0.93%"
"2020年10月12日","1,215,729","1,200,341","1,215,729","1,200,341","5.98K","1.28%"
"2020年10月11日","1,200,341","1,192,637","1,200,341","1,192,637","2.45K","0.60%"
"2020年10月10日","1,193,168","1,168,815","1,193,168","1,168,815","3.72K","2.08%"
"2020年10月09日","1,168,819","1,157,278","1,168,819","1,151,000","3.43K","1.00%"
"2020年10月08日","1,157,278","1,131,100","1,157,278","1,131,100","4.94K","2.31%"
"2020年10月07日","1,131,100","1,121,836","1,131,100","1,121,836","2.00K","0.83%"
"2020年10月06日","1,121,836","1,141,000","1,141,000","1,121,836","3.26K","-1.68%"
"2020年10月05日","1,141,000","1,127,500","1,141,000","1,127,500","2.95K","1.20%"
"2020年10月04日","1,127,500","1,112,500","1,127,500","1,112,500","1.82K","1.35%"
"2020年10月03日","1,112,500","1,114,512","1,114,512","1,112,500","1.09K","-0.18%"
"2020年10月02日","1,114,512","1,121,999","1,121,999","1,114,512","4.23K","-0.67%"
"2020年10月01日","1,122,000","1,137,292","1,149,777","1,122,000","5.45K","-1.34%"
"2020年09月30日","1,137,292","1,146,293","1,146,293","1,133,745","3.84K","-0.79%"
"2020年09月29日","1,146,293","1,128,478","1,146,293","1,128,478","3.93K","1.58%"
"2020年09月28日","1,128,478","1,138,923","1,138,923","1,128,478","4.90K","-0.92%"
"2020年09月27日","1,138,923","1,134,774","1,138,923","1,134,774","2.76K","0.37%"
"2020年09月26日","1,134,774","1,129,490","1,134,774","1,129,490","2.31K","0.47%"
"2020年09月25日","1,129,490","1,132,018","1,132,018","1,129,490","3.40K","-0.22%"
"2020年09月24日","1,132,018","1,078,788","1,132,018","1,078,788","4.56K","4.93%"
"2020年09月23日","1,078,788","1,106,570","1,106,570","1,078,788","3.95K","-2.51%"
"2020年09月22日","1,106,570","1,091,082","1,106,570","1,091,082","2.72K","1.42%"
"2020年09月21日","1,091,082","1,142,239","1,142,239","1,091,082","5.48K","-4.48%"
"2020年09月20日","1,142,239","1,159,267","1,159,267","1,142,239","2.96K","-1.47%"
"2020年09月19日","1,159,267","1,144,683","1,159,267","1,144,683","2.38K","1.27%"
"2020年09月18日","1,144,683","1,146,789","1,146,789","1,144,683","2.89K","-0.24%"
"2020年09月17日","1,147,388","1,152,172","1,152,172","1,147,388","4.21K","-0.42%"
"2020年09月16日","1,152,172","1,138,456","1,152,172","1,138,456","4.97K","1.20%"
"2020年09月15日","1,138,456","1,129,458","1,148,460","1,129,458","5.48K","0.80%"
"2020年09月14日","1,129,458","1,098,495","1,129,458","1,098,495","6.31K","2.82%"
"2020年09月13日","1,098,495","1,110,235","1,121,569","1,098,471","2.82K","-1.06%"
"2020年09月12日","1,110,235","1,103,947","1,110,235","1,101,111","2.35K","0.57%"
"2020年09月11日","1,103,947","1,099,709","1,103,947","1,099,709","2.64K","0.41%"
"2020年09月10日","1,099,446","1,087,080","1,102,205","1,087,080","5.02K","1.14%"
"2020年09月09日","1,087,081","1,074,006","1,087,081","1,074,006","4.57K","1.22%"
"2020年09月08日","1,074,006","1,104,509","1,104,509","1,068,141","7.23K","-2.76%"
"2020年09月07日","1,104,509","1,093,172","1,104,509","1,058,101","7.11K","1.04%"
"2020年09月06日","1,093,172","1,081,637","1,093,172","1,081,637","4.69K","1.07%"
"2020年09月05日","1,081,637","1,116,228","1,116,228","1,081,637","8.94K","-3.10%"
"2020年09月04日","1,116,228","1,081,385","1,116,228","1,081,385","8.90K","3.28%"
"2020年09月03日","1,080,764","1,213,817","1,213,817","1,080,764","11.06K","-11.03%"
"2020年09月02日","1,214,808","1,264,036","1,264,036","1,204,466","7.59K","-3.85%"
"2020年09月01日","1,263,500","1,238,000","1,263,500","1,238,000","6.11K","2.06%"
"2020年08月31日","1,238,000","1,237,375","1,238,000","1,236,100","4.76K","0.05%"
"2020年08月30日","1,237,375","1,212,510","1,237,375","1,212,510","3.42K","1.98%"
"2020年08月29日","1,213,351","1,215,148","1,215,148","1,213,351","2.27K","-0.18%"
"2020年08月28日","1,215,522","1,210,000","1,215,522","1,210,000","3.59K","0.52%"
"2020年08月27日","1,209,211","1,216,528","1,216,528","1,205,000","4.26K","-0.60%"
"2020年08月26日","1,216,528","1,208,500","1,216,528","1,208,500","5.56K","0.66%"
"2020年08月25日","1,208,500","1,246,899","1,246,899","1,208,500","5.60K","-3.08%"
"2020年08月24日","1,246,899","1,235,514","1,246,899","1,235,514","3.00K","0.92%"
"2020年08月23日","1,235,514","1,237,485","1,237,485","1,235,514","2.20K","-0.16%"
"2020年08月22日","1,237,485","1,222,031","1,237,485","1,222,031","3.05K","1.26%"
"2020年08月21日","1,222,031","1,254,646","1,254,646","1,222,031","4.24K","-2.60%"
"2020年08月20日","1,254,681","1,249,355","1,257,673","1,249,355","3.61K","0.43%"
"2020年08月19日","1,249,355","1,261,745","1,261,745","1,249,355","7.81K","-0.98%"
"2020年08月18日","1,261,745","1,305,300","1,305,300","1,261,745","8.07K","-3.34%"
"2020年08月17日","1,305,300","1,269,993","1,305,300","1,265,128","10.04K","2.78%"
"2020年08月16日","1,269,993","1,264,963","1,269,993","1,260,326","4.12K","0.40%"
"2020年08月15日","1,264,963","1,256,372","1,264,963","1,256,372","5.78K","0.68%"
"2020年08月14日","1,256,372","1,260,621","1,260,621","1,256,372","5.22K","-0.33%"
"2020年08月13日","1,260,576","1,237,245","1,260,576","1,220,509","7.12K","1.89%"
"2020年08月12日","1,237,245","1,216,250","1,237,245","1,216,250","6.10K","1.69%"
"2020年08月11日","1,216,669","1,261,304","1,261,304","1,215,450","9.19K","-3.54%"
"2020年08月10日","1,261,304","1,238,888","1,261,304","1,238,888","8.91K","1.81%"
"2020年08月09日","1,238,888","1,247,789","1,247,789","1,238,888","3.05K","-0.75%"
"2020年08月08日","1,248,210","1,232,000","1,248,210","1,232,000","3.83K","1.32%"
"2020年08月07日","1,232,000","1,244,183","1,244,183","1,232,000","7.22K","-0.98%"
"2020年08月06日","1,244,183","1,241,698","1,244,183","1,241,698","7.99K","0.20%"
"2020年08月05日","1,241,698","1,184,018","1,241,698","1,184,018","8.43K","4.87%"
"2020年08月04日","1,184,018","1,192,124","1,199,860","1,184,018","5.06K","-0.74%"
"2020年08月03日","1,192,787","1,174,208","1,192,787","1,174,208","6.68K","1.58%"
"2020年08月02日","1,174,208","1,253,271","1,253,271","1,174,208","14.15K","-6.31%"
"2020年08月01日","1,253,271","1,201,369","1,253,271","1,201,369","12.33K","4.32%"
"2020年07月31日","1,201,369","1,162,795","1,201,369","1,162,795","10.94K","3.32%"
"2020年07月30日","1,162,795","1,167,267","1,167,267","1,152,869","6.71K","-0.38%"
"2020年07月29日","1,167,267","1,148,483","1,167,267","1,148,483","8.91K","1.64%"
"2020年07月28日","1,148,483","1,161,792","1,161,792","1,148,483","13.26K","-1.08%"
"2020年07月27日","1,161,005","1,052,800","1,161,005","1,052,800","17.47K","10.28%"
"2020年07月26日","1,052,800","1,030,800","1,052,800","1,030,800","5.83K","2.13%"
"2020年07月25日","1,030,800","1,014,790","1,030,800","1,014,790","2.83K","1.58%"
"2020年07月24日","1,014,790","1,026,771","1,026,771","1,014,790","3.05K","-1.19%"
"2020年07月23日","1,027,000","1,021,745","1,027,000","1,021,745","2.79K","0.51%"
"2020年07月22日","1,021,745","1,003,851","1,021,745","999,112","3.41K","1.78%"
"2020年07月21日","1,003,851","983,258","1,003,851","983,258","4.94K","2.09%"
"2020年07月20日","983,258","987,709","987,709","983,258","1.58K","-0.41%"
"2020年07月19日","987,320","983,008","987,320","983,008","1.39K","0.44%"
"2020年07月18日","983,008","981,400","983,008","981,400","0.97K","0.16%"
"2020年07月17日","981,400","981,001","981,400","981,001","1.71K","0.04%"
"2020年07月16日","981,001","984,953","984,953","981,001","3.35K","-0.40%"
"2020年07月15日","984,953","992,629","992,629","984,953","2.65K","-0.77%"
"2020年07月14日","992,629","991,999","992,629","988,198","2.71K","0.06%"
"2020年07月13日","991,999","994,403","998,752","991,999","3.31K","-0.24%"
"2020年07月12日","994,403","988,877","994,403","988,877","2.74K","0.56%"
"2020年07月11日","988,877","994,063","994,063","988,877","1.37K","-0.50%"
"2020年07月10日","993,856","991,400","993,856","991,400","2.94K","0.25%"
"2020年07月09日","991,400","1,012,852","1,012,852","991,400","3.52K","-2.12%"
"2020年07月08日","1,012,852","996,682","1,012,852","996,682","3.98K","1.62%"
"2020年07月07日","996,689","1,003,420","1,003,420","996,689","2.32K","-0.70%"
"2020年07月06日","1,003,670","977,116","1,003,670","977,116","4.64K","2.72%"
"2020年07月05日","977,116","983,699","984,000","970,000","2.08K","-0.67%"
"2020年07月04日","983,699","976,000","989,611","974,239","1.44K","0.79%"
"2020年07月03日","976,000","979,088","983,923","974,236","2.83K","-0.32%"
"2020年07月02日","979,088","992,614","997,481","965,320","4.11K","-1.36%"
"2020年07月01日","992,614","987,501","999,900","982,423","2.90K","0.52%"
"2020年06月30日","987,501","990,150","992,533","977,904","2.58K","-0.24%"
"2020年06月29日","989,867","979,187","993,721","970,500","4.18K","1.14%"
"2020年06月28日","978,725","969,100","988,162","962,500","3.06K","0.99%"
"2020年06月27日","969,100","983,990","988,022","951,200","3.87K","-1.51%"
"2020年06月26日","983,990","991,379","997,098","970,000","5.20K","-0.75%"
"2020年06月25日","991,379","996,110","1,001,171","965,280","5.77K","-0.47%"
"2020年06月24日","996,110","1,024,910","1,030,569","985,259","5.37K","-2.81%"
"2020年06月23日","1,024,910","1,035,188","1,039,922","1,021,870","3.62K","-0.99%"
"2020年06月22日","1,035,188","993,100","1,044,112","990,581","5.10K","4.24%"
"2020年06月21日","993,100","1,001,500","1,007,940","992,012","1.76K","-0.84%"
"2020年06月20日","1,001,500","996,198","1,005,925","985,000","2.47K","0.53%"
"2020年06月19日","996,198","1,004,324","1,009,599","988,670","4.17K","-0.81%"
"2020年06月18日","1,004,324","1,012,444","1,015,020","993,531","2.99K","-0.80%"
"2020年06月17日","1,012,444","1,023,100","1,026,394","990,383","5.11K","-1.04%"
"2020年06月16日","1,023,100","1,014,726","1,030,900","1,008,498","5.14K","0.83%"
"2020年06月15日","1,014,726","1,002,600","1,019,478","956,000","8.87K","1.21%"
"2020年06月14日","1,002,600","1,018,635","1,019,630","996,366","2.69K","-1.57%"
"2020年06月13日","1,018,635","1,019,130","1,020,339","1,006,675","1.77K","-0.05%"
"2020年06月12日","1,019,130","991,979","1,027,502","988,888","4.88K","2.74%"
"2020年06月11日","991,979","1,059,006","1,066,207","977,777","8.85K","-6.28%"
"2020年06月10日","1,058,435","1,055,683","1,068,000","1,043,124","4.23K","0.33%"
"2020年06月09日","1,055,000","1,061,999","1,069,997","1,040,213","5.07K","-0.66%"
"2020年06月08日","1,061,999","1,068,671","1,072,000","1,048,789","4.38K","-0.62%"
"2020年06月07日","1,068,671","1,060,890","1,073,500","1,034,063","4.43K","0.73%"
"2020年06月06日","1,060,890","1,055,001","1,066,674","1,045,000","3.02K","0.56%"
"2020年06月05日","1,055,001","1,068,556","1,076,510","1,050,883","5.74K","-1.27%"
"2020年06月04日","1,068,556","1,054,000","1,076,999","1,031,001","6.14K","1.38%"
"2020年06月03日","1,054,000","1,036,500","1,055,392","1,021,500","4.32K","1.68%"
"2020年06月02日","1,036,567","1,096,014","1,104,000","1,014,510","9.45K","-5.49%"
"2020年06月01日","1,096,827","1,017,708","1,105,199","1,014,541","6.85K","7.75%"
"2020年05月31日","1,017,920","1,044,454","1,044,888","1,012,000","4.03K","-2.54%"
"2020年05月30日","1,044,453","1,016,000","1,047,454","1,007,500","4.19K","2.80%"
"2020年05月29日","1,016,000","1,031,382","1,034,045","1,002,501","4.27K","-1.49%"
"2020年05月28日","1,031,382","992,287","1,035,600","982,500","6.15K","3.94%"
"2020年05月27日","992,287","951,651","993,545","948,730","5.89K","4.27%"
"2020年05月26日","951,651","960,276","972,587","935,926","5.12K","-0.90%"
"2020年05月25日","960,276","941,326","968,184","933,582","6.14K","2.01%"
"2020年05月24日","941,327","988,442","1,002,680","941,192","5.39K","-4.77%"
"2020年05月23日","988,442","988,518","1,004,725","980,000","3.29K","-0.01%"
"2020年05月22日","988,518","977,238","997,390","960,500","5.86K","1.15%"
"2020年05月21日","977,238","1,025,000","1,031,216","950,000","8.98K","-4.66%"
"2020年05月20日","1,025,000","1,053,361","1,059,150","1,003,897","6.64K","-2.69%"
"2020年05月19日","1,053,361","1,044,362","1,064,050","1,018,632","8.96K","0.86%"
"2020年05月18日","1,044,362","1,037,658","1,065,000","1,020,000","8.37K","0.65%"
"2020年05月17日","1,037,658","1,005,016","1,057,274","999,530","6.81K","3.25%"
"2020年05月16日","1,005,016","996,901","1,027,258","987,521","5.47K","0.81%"
"2020年05月15日","996,901","1,051,000","1,056,043","980,622","10.54K","-5.15%"
"2020年05月14日","1,051,000","997,533","1,062,990","992,000","11.98K","5.36%"
"2020年05月13日","997,533","945,875","1,007,760","944,000","8.95K","5.46%"
"2020年05月12日","945,875","922,489","963,600","920,000","8.28K","2.54%"
"2020年05月11日","922,489","934,350","986,044","885,038","18.86K","-1.27%"
"2020年05月10日","934,350","1,017,000","1,019,999","876,380","15.91K","-8.13%"
"2020年05月09日","1,017,000","1,048,000","1,058,170","1,015,260","6.59K","-2.96%"
"2020年05月08日","1,048,000","1,065,810","1,069,746","1,035,050","7.71K","-1.67%"
"2020年05月07日","1,065,810","974,518","1,071,990","962,478","12.93K","9.48%"
"2020年05月06日","973,484","962,100","997,500","950,473","9.37K","1.18%"
"2020年05月05日","962,100","949,894","972,550","940,330","6.53K","1.28%"
"2020年05月04日","949,894","952,856","959,668","913,025","7.82K","-0.31%"
"2020年05月03日","952,856","962,121","983,500","936,979","8.76K","-0.96%"
"2020年05月02日","962,121","946,265","966,285","940,080","5.14K","1.68%"
"2020年05月01日","946,207","926,749","971,950","925,418","9.25K","2.10%"
"2020年04月30日","926,749","937,577","1,008,888","900,925","20.05K","-1.15%"
"2020年04月29日","937,577","829,395","959,174","825,298","15.07K","13.04%"
"2020年04月28日","829,452","836,500","837,293","824,000","4.94K","-0.84%"
"2020年04月27日","836,503","828,940","840,000","821,172","7.26K","0.96%"
"2020年04月26日","828,532","813,011","830,000","810,011","4.06K","1.89%"
"2020年04月25日","813,203","808,353","828,870","801,754","4.09K","0.60%"
"2020年04月24日","808,353","805,725","820,062","798,000","5.19K","0.42%"
"2020年04月23日","805,000","770,246","826,316","760,700","9.35K","4.51%"
"2020年04月22日","770,246","740,881","773,360","738,000","6.27K","3.96%"
"2020年04月21日","740,881","738,350","751,281","732,463","6.13K","0.34%"
"2020年04月20日","738,350","768,200","779,888","730,205","8.20K","-3.89%"
"2020年04月19日","768,200","781,254","782,935","761,516","3.25K","-1.67%"
"2020年04月18日","781,254","758,043","784,999","756,789","4.06K","3.07%"
"2020年04月17日","757,992","768,443","772,398","753,459","5.00K","-1.36%"
"2020年04月16日","768,443","713,829","777,700","700,000","11.48K","7.65%"
"2020年04月15日","713,824","738,259","744,722","711,529","7.02K","-3.31%"
"2020年04月14日","738,259","739,986","749,995","730,070","6.25K","-0.16%"
"2020年04月13日","739,407","751,793","751,793","716,841","9.34K","-1.65%"
"2020年04月12日","751,793","749,585","784,000","739,552","4.52K","0.29%"
"2020年04月11日","749,585","746,887","757,646","737,500","3.30K","0.35%"
"2020年04月10日","747,000","793,267","794,730","734,932","7.59K","-5.83%"
"2020年04月09日","793,267","803,139","804,350","777,777","5.90K","-1.23%"
"2020年04月08日","803,139","784,414","809,984","778,686","6.82K","2.39%"
"2020年04月07日","784,414","801,357","814,480","772,521","9.97K","-2.11%"
"2020年04月06日","801,357","737,468","802,999","736,902","10.83K","8.66%"
"2020年04月05日","737,468","746,176","749,580","727,000","4.23K","-1.17%"
"2020年04月04日","746,176","732,900","760,000","724,696","6.02K","1.81%"
"2020年04月03日","732,900","735,176","765,000","718,103","9.19K","-0.31%"
"2020年04月02日","735,176","714,987","777,986","707,150","11.12K","2.82%"
"2020年04月01日","714,987","691,824","719,500","662,191","7.94K","3.35%"
"2020年03月31日","691,824","693,221","709,000","689,757","6.80K","-0.10%"
"2020年03月30日","692,530","634,168","714,000","632,419","10.46K","9.23%"
"2020年03月29日","634,000","677,000","679,789","633,700","6.84K","-6.35%"
"2020年03月28日","677,000","690,539","690,999","657,102","8.86K","-1.96%"
"2020年03月27日","690,539","737,681","749,738","683,221","7.60K","-6.39%"
"2020年03月26日","737,681","741,720","753,090","717,257","7.81K","-0.54%"
"2020年03月25日","741,720","752,500","776,066","721,000","11.40K","-1.43%"
"2020年03月24日","752,500","719,267","758,281","706,009","14.06K","4.59%"
"2020年03月23日","719,500","647,261","725,490","635,574","15.31K","11.13%"
"2020年03月22日","647,420","688,958","712,000","642,575","10.61K","-6.03%"
"2020年03月21日","688,958","690,005","716,036","653,804","12.40K","-0.21%"
"2020年03月20日","690,420","692,529","766,573","644,436","18.41K","-0.30%"
"2020年03月19日","692,529","588,404","716,310","576,470","17.77K","17.70%"
"2020年03月18日","588,404","579,625","589,000","546,370","13.51K","1.51%"
"2020年03月17日","579,625","547,160","601,010","535,794","19.86K","5.95%"
"2020年03月16日","547,089","582,013","582,781","507,474","20.58K","-6.04%"
"2020年03月15日","582,228","565,722","643,017","559,983","10.30K","2.91%"
"2020年03月14日","565,780","616,477","620,000","555,000","10.92K","-8.22%"
"2020年03月13日","616,477","517,999","691,880","441,900","23.57K","18.89%"
"2020年03月12日","518,523","832,286","835,000","501,610","19.74K","-37.70%"
"2020年03月11日","832,286","831,329","838,730","797,280","8.22K","0.17%"
"2020年03月10日","830,836","820,583","857,021","805,272","9.53K","1.30%"
"2020年03月09日","820,200","837,484","852,920","784,400","13.05K","-2.12%"
"2020年03月08日","837,969","940,979","940,979","835,490","8.25K","-10.95%"
"2020年03月07日","940,979","966,010","971,859","935,717","3.74K","-2.59%"
"2020年03月06日","966,010","963,433","970,922","952,850","3.46K","0.28%"
"2020年03月05日","963,345","944,324","979,510","944,324","4.62K","2.01%"
"2020年03月04日","944,324","938,769","953,477","932,778","3.87K","0.59%"
"2020年03月03日","938,769","968,732","969,894","931,421","5.10K","-3.09%"
"2020年03月02日","968,732","920,400","973,530","917,281","6.62K","5.17%"
"2020年03月01日","921,118","923,395","946,998","915,130","5.34K","-0.26%"
"2020年02月29日","923,474","941,169","951,989","923,170","4.22K","-1.88%"
"2020年02月28日","941,169","965,988","973,740","917,640","8.22K","-2.57%"
"2020年02月27日","965,988","970,306","987,900","938,765","8.66K","-0.39%"
"2020年02月26日","969,750","1,027,477","1,033,310","955,000","9.48K","-5.62%"
"2020年02月25日","1,027,477","1,071,701","1,072,942","1,020,000","5.78K","-4.13%"
"2020年02月24日","1,071,701","1,111,020","1,117,210","1,050,000","5.59K","-3.54%"
"2020年02月23日","1,111,020","1,078,573","1,115,555","1,078,000","3.80K","3.01%"
